BALANCE_AS_OF_DATE,BALANCE_AS_OF_DAY,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK,STOCK_SELL_VALUE,SHELF_LIFE_IN_MONTH,SHELF_LIFE_IN_DAYS,AGING_DAYS,IS_OVER_SHELFLIFE,DAYS_TO_EXPIRE,LOSS_VALUE_PERCENT,LOSS_VALUE(OCCUR),LOSS_VALUE,PREVENTABLE
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0145,430500,4627875,6,180,398.00,YES,-218,30,"1,388,362.50","1,388,362.50", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0145,430500,4627875,6,180,368.00,YES,-188,30,"1,388,362.50","1,388,362.50", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0314,331250,3958438,4,120,398.00,YES,-278,35,"1,385,453.30","1,385,453.30", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0314,331250,3958438,4,120,368.00,YES,-248,35,"1,385,453.30","1,385,453.30", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0389,299900,3445851,5,150,550.00,YES,-400,40,"1,378,340.40","1,378,340.40", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0314,328550,3926173,4,120,337.00,YES,-217,35,"1,374,160.55","1,374,160.55", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0314,328500,3925575,4,120,306.00,YES,-186,35,"1,373,951.25","1,373,951.25", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0145,425775,4577081,6,180,459.00,YES,-279,30,"1,373,124.30","1,373,124.30", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0270,407775,3902407,5,150,459.00,YES,-309,35,"1,365,842.45","1,365,842.45", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0270,392825,3877183,5,150,306.00,YES,-156,35,"1,357,014.05","1,357,014.05", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0270,392825,3877183,5,150,276.00,YES,-126,35,"1,357,014.05","1,357,014.05", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0314,322500,3853875,4,120,398.00,YES,-278,35,"1,348,856.25","1,348,856.25", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0314,322500,3853875,4,120,368.00,YES,-248,35,"1,348,856.25","1,348,856.25", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0001,278875,3354866,3,90,519.00,YES,-429,40,"1,341,946.40","1,341,946.40", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0001,278875,3354866,3,90,490.00,YES,-400,40,"1,341,946.40","1,341,946.40", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0001,278825,3354265,3,90,184.00,YES,-94,40,"1,341,706.00","1,341,706.00", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0142,358500,3807270,6,180,184.00,YES,-4,35,"1,332,544.50","1,332,544.50", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0145,410850,4416638,6,180,490.00,YES,-310,30,"1,324,991.40","1,324,991.40", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0232,967800,4413168,8,240,184.00,NO,56,30, -   ,"1,323,950.40","1,323,950.40"
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0328,349325,3301121,6,180,490.00,YES,-310,40,"1,320,448.40","1,320,448.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0328,349325,3301121,6,180,459.00,YES,-279,40,"1,320,448.40","1,320,448.40", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0328,340300,3290701,6,180,245.00,YES,-65,40,"1,316,280.40","1,316,280.40", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0314,313500,3746325,4,120,337.00,YES,-217,35,"1,311,213.75","1,311,213.75", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0145,406500,4369875,6,180,337.00,YES,-157,30,"1,310,962.50","1,310,962.50", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0145,406475,4369606,6,180,306.00,YES,-126,30,"1,310,881.80","1,310,881.80", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0145,405100,4354825,6,180,276.00,YES,-96,30,"1,306,447.50","1,306,447.50", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0270,377700,3727899,5,150,337.00,YES,-187,35,"1,304,764.65","1,304,764.65", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0197,0,3249975,9,270,368.00,YES,-98,40,"1,299,990.00","1,299,990.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0197,0,3234803,9,270,368.00,YES,-98,40,"1,293,921.20","1,293,921.20", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0197,0,3234803,9,270,337.00,YES,-67,40,"1,293,921.20","1,293,921.20", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0197,634275,3234803,9,270,306.00,YES,-36,40,"1,293,921.20","1,293,921.20", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0314,308900,3691355,4,120,550.00,YES,-430,35,"1,291,974.25","1,291,974.25", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0314,308900,3691355,4,120,519.00,YES,-399,35,"1,291,974.25","1,291,974.25", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0314,307150,3670443,4,120,550.00,YES,-430,35,"1,284,655.05","1,284,655.05", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0001,266825,3209905,3,90,398.00,YES,-308,40,"1,283,962.00","1,283,962.00", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0001,266775,3209303,3,90,306.00,YES,-216,40,"1,283,721.20","1,283,721.20", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0001,266775,3209303,3,90,276.00,YES,-186,40,"1,283,721.20","1,283,721.20", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0001,266775,3209303,3,90,245.00,YES,-155,40,"1,283,721.20","1,283,721.20", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0314,302925,3619954,4,120,550.00,YES,-430,35,"1,266,983.90","1,266,983.90", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0145,391475,4208356,6,180,398.00,YES,-218,30,"1,262,506.80","1,262,506.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0144,473850,5032287,5,150,550.00,YES,-400,25,"1,258,071.75","1,258,071.75", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0001,260825,3137725,3,90,368.00,YES,-278,40,"1,255,090.00","1,255,090.00", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0001,259500,3121785,3,90,184.00,YES,-94,40,"1,248,714.00","1,248,714.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0197,0,3119925,9,270,337.00,YES,-67,40,"1,247,970.00","1,247,970.00", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0314,295375,3529731,4,120,215.00,YES,-95,35,"1,235,405.85","1,235,405.85", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0389,254900,3076643,5,150,306.00,YES,-156,40,"1,230,657.20","1,230,657.20", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0389,254875,3076341,5,150,276.00,YES,-126,40,"1,230,536.40","1,230,536.40", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0389,255000,3070200,5,150,337.00,YES,-187,40,"1,228,080.00","1,228,080.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0001,254975,3067349,3,90,368.00,YES,-278,40,"1,226,939.60","1,226,939.60", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0001,254975,3067349,3,90,337.00,YES,-247,40,"1,226,939.60","1,226,939.60", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0001,254925,3066748,3,90,550.00,YES,-460,40,"1,226,699.20","1,226,699.20", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0001,254900,3066447,3,90,550.00,YES,-460,40,"1,226,578.80","1,226,578.80", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0001,254900,3066447,3,90,519.00,YES,-429,40,"1,226,578.80","1,226,578.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0001,254875,3066146,3,90,550.00,YES,-460,40,"1,226,458.40","1,226,458.40", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0144,460450,4889979,5,150,337.00,YES,-187,25,"1,222,494.75","1,222,494.75", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0389,265375,3049159,5,150,550.00,YES,-400,40,"1,219,663.60","1,219,663.60", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0389,265375,3022621,5,150,519.00,YES,-369,40,"1,209,048.40","1,209,048.40", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0245,0,2326135,6,180,184.00,YES,-4,50,"1,163,067.50","1,163,067.50", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0145,359825,3868119,6,180,429.00,YES,-249,30,"1,160,435.70","1,160,435.70", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0142,310675,3299369,6,180,276.00,YES,-96,35,"1,154,779.15","1,154,779.15", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0145,355450,3821088,6,180,550.00,YES,-370,30,"1,146,326.40","1,146,326.40", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0145,355450,3821088,6,180,245.00,YES,-65,30,"1,146,326.40","1,146,326.40", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0191,3000,5700000,10,300,215.00,NO,85,20, -   ,"1,140,000.00","1,140,000.00"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0191,3000,5700000,10,300,184.00,NO,116,20, -   ,"1,140,000.00","1,140,000.00"
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0001,235425,2832163,3,90,429.00,YES,-339,40,"1,132,865.20","1,132,865.20", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0001,235425,2832163,3,90,398.00,YES,-308,40,"1,132,865.20","1,132,865.20", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0145,351000,3773250,6,180,184.00,YES,-4,30,"1,131,975.00","1,131,975.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0145,349375,3755781,6,180,550.00,YES,-370,30,"1,126,734.30","1,126,734.30", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0389,244500,2809305,5,150,550.00,YES,-400,40,"1,123,722.00","1,123,722.00", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0314,268350,3206783,4,120,184.00,YES,-64,35,"1,122,374.05","1,122,374.05", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0268,320700,2232072,12,360,184.00,NO,176,50, -   ,"1,116,036.00","1,116,036.00"
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0201,298375,3168743,4,120,550.00,YES,-430,35,"1,109,060.05","1,109,060.05", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0201,298375,3168743,4,120,519.00,YES,-399,35,"1,109,060.05","1,109,060.05", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0201,298375,3168743,4,120,490.00,YES,-370,35,"1,109,060.05","1,109,060.05", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0270,331400,3168184,5,150,490.00,YES,-340,35,"1,108,864.40","1,108,864.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0001,229500,2760885,3,90,398.00,YES,-308,40,"1,104,354.00","1,104,354.00", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0001,229500,2760885,3,90,368.00,YES,-278,40,"1,104,354.00","1,104,354.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0001,229500,2760885,3,90,337.00,YES,-247,40,"1,104,354.00","1,104,354.00", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0314,263875,3153306,4,120,519.00,YES,-399,35,"1,103,657.10","1,103,657.10", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0314,263875,3153306,4,120,490.00,YES,-370,35,"1,103,657.10","1,103,657.10", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0314,263875,3153306,4,120,459.00,YES,-339,35,"1,103,657.10","1,103,657.10", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0328,286750,2752800,6,180,337.00,YES,-157,40,"1,101,120.00","1,101,120.00", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0144,413975,4396415,5,150,429.00,YES,-279,25,"1,099,103.75","1,099,103.75", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0389,225000,2747250,5,150,184.00,YES,-34,40,"1,098,900.00","1,098,900.00", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0144,413800,4394556,5,150,490.00,YES,-340,25,"1,098,639.00","1,098,639.00", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0144,412400,4379688,5,150,459.00,YES,-309,25,"1,094,922.00","1,094,922.00", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0015,1210600,5459806,8,240,276.00,YES,-36,20,"1,091,961.20","1,091,961.20", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0145,338550,3639413,6,180,184.00,YES,-4,30,"1,091,823.90","1,091,823.90", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0001,225825,2716675,3,90,184.00,YES,-94,40,"1,086,670.00","1,086,670.00", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0153,475725,3610753,4,120,398.00,YES,-278,30,"1,083,225.90","1,083,225.90", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0197,530750,2706825,9,270,276.00,YES,-6,40,"1,082,730.00","1,082,730.00", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0144,407750,4330305,5,150,245.00,YES,-95,25,"1,082,576.25","1,082,576.25", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0097,569200,4320228,7,210,184.00,NO,26,25, -   ,"1,080,057.00","1,080,057.00"
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0389,233800,2686362,5,150,550.00,YES,-400,40,"1,074,544.80","1,074,544.80", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0293,2250,4275000,5,150,550.00,YES,-400,25,"1,068,750.00","1,068,750.00", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0206,276100,3542363,4,120,245.00,YES,-125,30,"1,062,708.90","1,062,708.90", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0270,307575,3035765,5,150,306.00,YES,-156,35,"1,062,517.75","1,062,517.75", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0145,326875,3513906,6,180,459.00,YES,-279,30,"1,054,171.80","1,054,171.80", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0144,394500,4189590,5,150,306.00,YES,-156,25,"1,047,397.50","1,047,397.50", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0144,394500,4189590,5,150,276.00,YES,-126,25,"1,047,397.50","1,047,397.50", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0328,271475,2606160,6,180,337.00,YES,-157,40,"1,042,464.00","1,042,464.00", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0145,322425,3466069,6,180,490.00,YES,-310,30,"1,039,820.70","1,039,820.70", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0144,391450,4157199,5,150,429.00,YES,-279,25,"1,039,299.75","1,039,299.75", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0144,391450,4157199,5,150,398.00,YES,-248,25,"1,039,299.75","1,039,299.75", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0314,247150,2953443,4,120,398.00,YES,-278,35,"1,033,705.05","1,033,705.05", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0328,272925,2579141,6,180,459.00,YES,-279,40,"1,031,656.40","1,031,656.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0328,272925,2579141,6,180,429.00,YES,-249,40,"1,031,656.40","1,031,656.40", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0245,0,2062587,6,180,184.00,YES,-4,50,"1,031,293.50","1,031,293.50", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0389,214500,2556840,5,150,368.00,YES,-218,40,"1,022,736.00","1,022,736.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0145,316500,3402375,6,180,337.00,YES,-157,30,"1,020,712.50","1,020,712.50", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0145,316450,3401838,6,180,306.00,YES,-126,30,"1,020,551.40","1,020,551.40", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0270,295325,2914858,5,150,245.00,YES,-95,35,"1,020,200.30","1,020,200.30", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0001,211375,2542841,3,90,276.00,YES,-186,40,"1,017,136.40","1,017,136.40", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0001,211375,2542841,3,90,245.00,YES,-155,40,"1,017,136.40","1,017,136.40", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0206,263600,3381988,4,120,215.00,YES,-95,30,"1,014,596.40","1,014,596.40", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0322,371225,3381155,4,120,368.00,YES,-248,30,"1,014,346.50","1,014,346.50", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0268,1322975,2024152,12,360,306.00,NO,54,50, -   ,"1,012,076.00","1,012,076.00"
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0153,444125,3370909,4,120,490.00,YES,-370,30,"1,011,272.70","1,011,272.70", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0233,0,2018907,12,360,368.00,YES,-8,50,"1,009,453.50","1,009,453.50", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0145,311825,3352119,6,180,215.00,YES,-35,30,"1,005,635.70","1,005,635.70", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0001,206925,2489308,3,90,337.00,YES,-247,40,"995,723.20","995,723.20", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0001,206925,2489308,3,90,306.00,YES,-216,40,"995,723.20","995,723.20", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0206,204700,3316140,4,120,550.00,YES,-430,30,"994,842.00","994,842.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0268,1322900,1984350,12,360,276.00,NO,84,50, -   ,"992,175.00","992,175.00"
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0201,266925,2834744,4,120,519.00,YES,-399,35,"992,160.40","992,160.40", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0201,266925,2834744,4,120,490.00,YES,-370,35,"992,160.40","992,160.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0201,266925,2834744,4,120,459.00,YES,-339,35,"992,160.40","992,160.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0201,266925,2834744,4,120,429.00,YES,-309,35,"992,160.40","992,160.40", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0426,1734000,2479620,5,150,215.00,YES,-65,40,"991,848.00","991,848.00", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0144,373025,3961526,5,150,429.00,YES,-279,25,"990,381.50","990,381.50", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0145,306775,3297831,6,180,368.00,YES,-188,30,"989,349.30","989,349.30", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0001,205100,2467353,3,90,215.00,YES,-125,40,"986,941.20","986,941.20", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0142,260900,2770758,6,180,550.00,YES,-370,35,"969,765.30","969,765.30", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0142,260900,2770758,6,180,519.00,YES,-339,35,"969,765.30","969,765.30", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0142,260900,2770758,6,180,490.00,YES,-310,35,"969,765.30","969,765.30", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0142,260800,2769696,6,180,490.00,YES,-310,35,"969,393.60","969,393.60", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0142,260800,2769696,6,180,459.00,YES,-279,35,"969,393.60","969,393.60", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0270,280475,2768288,5,150,306.00,YES,-156,35,"968,900.80","968,900.80", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0144,364500,3870990,5,150,306.00,YES,-156,25,"967,747.50","967,747.50", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0144,364500,3870990,5,150,276.00,YES,-126,25,"967,747.50","967,747.50", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0270,279075,2754470,5,150,276.00,YES,-126,35,"964,064.50","964,064.50", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0270,279075,2754470,5,150,245.00,YES,-95,35,"964,064.50","964,064.50", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0270,279075,2754470,5,150,215.00,YES,-65,35,"964,064.50","964,064.50", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0328,254925,2409041,6,180,490.00,YES,-310,40,"963,616.40","963,616.40", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0389,211450,2408416,5,150,519.00,YES,-369,40,"963,366.40","963,366.40", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0389,211450,2408416,5,150,490.00,YES,-340,40,"963,366.40","963,366.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0389,211450,2408416,5,150,459.00,YES,-309,40,"963,366.40","963,366.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0389,211450,2408416,5,150,429.00,YES,-279,40,"963,366.40","963,366.40", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0328,254825,2400452,6,180,550.00,YES,-370,40,"960,180.80","960,180.80", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0377,203950,1908972,11,330,306.00,NO,24,50, -   ,"954,486.00","954,486.00"
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0377,203950,1908972,11,330,276.00,NO,54,50, -   ,"954,486.00","954,486.00"
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0377,203950,1908972,11,330,245.00,NO,85,50, -   ,"954,486.00","954,486.00"
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0377,203950,1908972,11,330,215.00,NO,115,50, -   ,"954,486.00","954,486.00"
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0377,0,1908972,11,330,368.00,YES,-38,50,"954,486.00","954,486.00", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0144,358475,3807005,5,150,459.00,YES,-309,25,"951,751.25","951,751.25", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0145,294000,3160500,6,180,368.00,YES,-188,30,"948,150.00","948,150.00", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0142,254875,2706773,6,180,429.00,YES,-249,35,"947,370.55","947,370.55", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0142,254675,2704649,6,180,184.00,YES,-4,35,"946,627.15","946,627.15", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0268,254850,1891729,12,360,550.00,YES,-190,50,"945,864.50","945,864.50", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0001,194975,2345549,3,90,184.00,YES,-94,40,"938,219.60","938,219.60", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0321,503000,3697050,3,90,368.00,YES,-278,25,"924,262.50","924,262.50", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0001,191925,2308858,3,90,276.00,YES,-186,40,"923,543.20","923,543.20", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0001,191900,2308557,3,90,519.00,YES,-429,40,"923,422.80","923,422.80", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0001,191900,2308557,3,90,490.00,YES,-400,40,"923,422.80","923,422.80", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0001,191900,2308557,3,90,459.00,YES,-369,40,"923,422.80","923,422.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0206,189900,3076380,4,120,550.00,YES,-430,30,"922,914.00","922,914.00", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0314,220500,2634975,4,120,184.00,YES,-64,35,"922,241.25","922,241.25", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0145,284875,3062406,6,180,459.00,YES,-279,30,"918,721.80","918,721.80", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0145,283425,3046819,6,180,398.00,YES,-218,30,"914,045.70","914,045.70", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0268,0,1817972,12,360,368.00,YES,-8,50,"908,986.00","908,986.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0268,0,1815422,12,360,337.00,NO,23,50, -   ,"907,711.00","907,711.00"
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0268,254975,1815422,12,360,306.00,NO,54,50, -   ,"907,711.00","907,711.00"
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0268,254975,1815422,12,360,276.00,NO,84,50, -   ,"907,711.00","907,711.00"
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0261,0,3629420,5,150,368.00,YES,-218,25,"907,355.00","907,355.00", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0261,0,3629242,5,150,337.00,YES,-187,25,"907,310.50","907,310.50", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0261,509725,3629242,5,150,306.00,YES,-156,25,"907,310.50","907,310.50", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0261,509725,3629242,5,150,276.00,YES,-126,25,"907,310.50","907,310.50", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0261,509725,3629242,5,150,245.00,YES,-95,25,"907,310.50","907,310.50", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0270,262375,2589641,5,150,337.00,YES,-187,35,"906,374.35","906,374.35", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0144,340375,3614783,5,150,550.00,YES,-400,25,"903,695.75","903,695.75", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0013,334375,3594531,3,90,429.00,YES,-339,25,"898,632.75","898,632.75", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0013,334375,3594531,3,90,398.00,YES,-308,25,"898,632.75","898,632.75", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0206,184700,2992140,4,120,519.00,YES,-399,30,"897,642.00","897,642.00", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0328,236875,2243206,6,180,398.00,YES,-218,40,"897,282.40","897,282.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0328,236875,2238469,6,180,459.00,YES,-279,40,"895,387.60","895,387.60", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0328,236875,2238469,6,180,429.00,YES,-249,40,"895,387.60","895,387.60", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0001,184500,2219535,3,90,337.00,YES,-247,40,"887,814.00","887,814.00", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0145,274500,2950875,6,180,215.00,YES,-35,30,"885,262.50","885,262.50", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0270,254975,2516603,5,150,337.00,YES,-187,35,"880,811.05","880,811.05", -   
